"UniProt_ID"	"Protein_Name"
"1890"	"Q4VBV1"	"Novel protein similar to vertebrate ubiquinol-cytochrome c reductase binding protein (UQCRB)"
"1891"	"Q4VBV2"	"Novel protein similar to H.sapiens RPS27, ribosomal protein S27 (RPS27, zgc:109888)"
"1892"	"Q4VBV3"	"PYD and CARD domain containing"
"1893"	"Q4VBV9"	"Omega-amidase NIT2"
"1894"	"Q4VBW0"	"Metaxin-3"
"1895"	"Q4VCS4"	"MH2 domain containing protein"
"1896"	"Q4ZGK8"	"Cypher/ZASP splice variant 2 delta"
"1897"	"Q4ZGK9"	"Cypher/ZASP splice variant 2 gamma"
"1898"	"Q4ZGL2"	"Cypher/ZASP splice variant 1 zeta"
"1899"	"Q4ZGL5"	"Cypher/ZASP splice variant 1 gamma"
"1900"	"Q4ZHG3"	"Crystallin, gamma M2a"
"1901"	"Q501Y4"	"Zgc:112450"
"1902"	"Q502B7"	"Methylmalonyl CoA epimerase"
"1903"	"Q502B9"	"ATP-dependent Clp protease proteolytic subunit"
"1904"	"Q502C3"	"Crystallin, gamma M2d1"
"1905"	"Q502C8"	"Peroxiredoxin 5"
"1906"	"Q502D1"	"Glyoxalase domain-containing protein 5"
"1907"	"Q502E1"	"Glutathione peroxidase"
"1908"	"Q502E4"	"NADH dehydrogenase (Ubiquinone) Fe-S protein 4, (NADH-coenzyme Q reductase)"
"1909"	"Q502F6"	"Uncharacterized protein"
"1910"	"Q502J1"	"Zgc:112161"
"1911"	"Q502J7"	"Dynactin subunit 6"
"1912"	"Q502L2"	"Serine/threonine-protein phosphatase PGAM5, mitochondrial"
"1913"	"Q502M9"	"Uncharacterized protein"
"1914"	"Q502P2"	"Zgc:111960"
"1915"	"Q502P5"	"Serpina1 protein (Fragment)"
"1916"	"Q502T3"	"Chchd3 protein"
"1917"	"Q502T9"	"Zgc:92746 protein"
"1918"	"Q503C0"	"FK506 binding protein 3"
"1919"	"Q503C7"	"Phosphorylase"
"1920"	"Q503D5"	"von Hippel-Lindau binding protein 1"
"1921"	"Q503D8"	"Thioredoxin-like protein"
"1922"	"Q503E2"	"Uncharacterized protein"
"1923"	"Q503E3"	"Protein arginine methyltransferase 5"
"1924"	"Q503F1"	"Pyrroline-5-carboxylate reductase"
"1925"	"Q503G5"	"GMP reductase"
"1926"	"Q503H8"	"Uncharacterized protein"
"1927"	"Q503J4"	"Atp1a1a.2 protein"
"1928"	"Q503K1"	"Transforming growth factor, beta-induced"
"1929"	"Q503N6"	"Synaptogyrin 3"
"1930"	"Q503P4"	"Zgc:110377"
"1931"	"Q503Q1"	"Mitochondria-eating protein"
"1932"	"Q503R7"	"5-lipoxygenase"
"1933"	"Q503S9"	"Uncharacterized protein"
"1934"	"Q503U3"	"Mitochondrial fission factor homolog A"
"1935"	"Q503V2"	"Uncharacterized protein"
"1936"	"Q503W7"	"ATPase family AAA domain-containing protein 1-B"
"1937"	"Q503X5"	"Adipocyte fatty acid-binding protein"
"1938"	"Q503Y7"	"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4"
"1939"	"Q504A5"	"Probable thiopurine S-methyltransferase"
"1940"	"Q504B1"	"Uncharacterized protein"
"1941"	"Q504B4"	"Cytochrome c oxidase, subunit VIIa 2"
"1942"	"Q504B8"	"Novel protein similar to vertebrate poly(RC) binding protein 3 (PCBP3, zgc:109966)"
"1943"	"Q504C0"	"Novel protein similar to vertebrate ubiquitin carboxyl-terminal esterase L3 (Ubiquitin thiolesterase) (UCHL3, zgc:109963)"
"1944"	"Q504D4"	"Elastase 3 like"
"1945"	"Q504D5"	"Zgc:112208"
"1946"	"Q504F5"	"Calpain 2, (M/II) large subunit b"
"1947"	"Q504G3"	"Cytochrome P450, family 46, subfamily A, polypeptide 1"
"1948"	"Q504I6"	"Rpa2 protein"
"1949"	"Q508P8"	"Slow myosin heavy chain 1"
"1950"	"Q50LC6"	"Glutathione S-transferase pi 2"
"1951"	"Q52JI3"	"Beta B3-crystallin"
"1952"	"Q52JI4"	"Beta B2-crystallin"
"1953"	"Q52JI6"	"Beta A1-2-crystallin"
"1954"	"Q52JI7"	"Beta A4-crystallin"
"1955"	"Q52PJ5"	"Dihydropyrimidinase-related protein 3"
"1956"	"Q52PJ7"	"Collapsin response mediator protein 5.1"
"1957"	"Q561S1"	"Hsd17b8 protein"
"1958"	"Q561S8"	"Zgc:77665 protein (Fragment)"
"1959"	"Q561T4"	"Aminopeptidase-like 1"
"1960"	"Q561T5"	"PRA1 domain family, member 2"
"1961"	"Q561U0"	"Calpain 2, (M/II) large subunit, like"
"1962"	"Q561X9"	"3-hydroxybutyrate dehydrogenase type 2"
"1963"	"Q561Y1"	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 4"
"1964"	"Q561Z7"	"Try protein"
"1965"	"Q566N7"	"Sulfide quinone reductase-like (Yeast)"
"1966"	"Q566R7"	"Dual specificity protein phosphatase 22-B"
"1967"	"Q566R8"	"Heat shock protein, alpha-crystallin-related, b2"
"1968"	"Q566S4"	"NADH dehydrogenase (Ubiquinone) Fe-S protein 3, (NADH-coenzyme Q reductase)"
"1969"	"Q566U4"	"Probable arylformamidase"
"1970"	"Q566V0"	"Protein archease"
"1971"	"Q566V8"	"Mitochondrial ribosomal protein L12"
"1972"	"Q566W6"	"Uncharacterized protein"
"1973"	"Q566Y4"	"Zgc:112385"
"1974"	"Q566Y8"	"Protein mago nashi homolog"
"1975"	"Q567B0"	"Zgc:112183"
"1976"	"Q567B9"	"Apolipoprotein A-IV (Fragment)"
"1977"	"Q567C7"	"Peroxisomal trans-2-enoyl-CoA reductase"
"1978"	"Q567F8"	"COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)"
"1979"	"Q567K2"	"Esterase D/formylglutathione hydrolase"
"1980"	"Q567K3"	"Novel protein (Zgc:111983)"
"1981"	"Q567K5"	"Dicarbonyl/L-xylulose reductase"
"1982"	"Q567M8"	"Mecp2 protein"
"1983"	"Q567N5"	"Ribosomal protein L6"
"1984"	"Q567V5"	"Novel protein"
"1985"	"Q567V6"	"Eukaryotic translation initiation factor 3 subunit K"
"1986"	"Q567W2"	"Zgc:110712"
"1987"	"Q567X3"	"Glucosamine-6-phosphate deaminase 1"
"1988"	"Q567X8"	"Zgc:110679"
"1989"	"Q567Y4"	"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 9"
"1990"	"Q568B3"	"Septin 10"
"1991"	"Q568D6"	"Cathepsin K"
"1992"	"Q568D8"	"Rho GTPase activating protein 1"
"1993"	"Q568F6"	"Adenylosuccinate synthetase isozyme 2"
"1994"	"Q568G3"	"Enolase"
"1995"	"Q568H0"	"Zgc:110304"
"1996"	"Q568H4"	"Zgc:110298"
"1997"	"Q568H8"	"Uncharacterized protein"
"1998"	"Q568I4"	"Zgc:110283"
"1999"	"Q568K7"	"Zgc:110239"
"2000"	"Q568L5"	"Alcohol dehydrogenase [NADP+] B"
"2001"	"Q568M0"	"Related RAS viral (R-ras) oncogene homolog 2"
"2002"	"Q568N7"	"Uncharacterized protein"
"2003"	"Q568N9"	"Pyrophosphatase (Inorganic) 1"
"2004"	"Q568P1"	"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1"
"2005"	"Q568Q7"	"Stathmin"
"2006"	"Q568Q8"	"Zgc:110154 protein"
"2007"	"Q568R7"	"Paralemmin"
"2008"	"Q568R9"	"Gamma1b-synuclein"
"2009"	"Q568T4"	"Uncharacterized protein C11orf73 homolog"
"2010"	"Q568U3"	"Zgc:109868"
"2011"	"Q568U6"	"Desm protein"
"2012"	"Q568W0"	"Selenoprotein W"
"2013"	"Q58EB0"	"Uncharacterized protein"
"2014"	"Q58EB2"	"Uncharacterized protein"
"2015"	"Q58EB4"	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
"2016"	"Q58EB5"	"Enpep protein (Fragment)"
"2017"	"Q58EC2"	"Cbsb protein"
"2018"	"Q58EE9"	"Glial fibrillary acidic protein"
"2019"	"Q58EG2"	"Erlin-1"
"2020"	"Q58EI1"	"Itga11a protein (Fragment)"
"2021"	"Q58EJ9"	"MOSC domain-containing protein 1, mitochondrial"
"2022"	"Q58EK1"	"Novel protein (Zgc:113267)"
"2023"	"Q58EL2"	"Transmembrane protein 35"
"2024"	"Q58EM3"	"Zgc:110815"
"2025"	"Q592E5"	"Myelin expression factor 2"
"2026"	"Q5BJ11"	"Guanine nucleotide binding protein (G protein), beta polypeptide 2"
"2027"	"Q5BJ17"	"Elongation factor Tu"
"2028"	"Q5BJ31"	"Ighm protein"
"2029"	"Q5BJA1"	"Uncharacterized protein"
"2030"	"Q5BJA2"	"Uncharacterized protein"
"2031"	"Q5BJA5"	"Histone H2B 1/2"
"2032"	"Q5BJB9"	"Prdx3 protein"
"2033"	"Q5BJC7"	"Si:xx-by187g17.5"
"2034"	"Q5BJD1"	"Novel protein similar to RAB6B, member RAS oncogene family (Rab6b, zgc:112018)"
"2035"	"Q5BJI9"	"Probable signal peptidase complex subunit 2"
"2036"	"Q5BJJ2"	"Ribosomal protein L3"
"2037"	"Q5BJJ3"	"Zgc:110343"
"2038"	"Q5BJJ5"	"Haloacid dehalogenase-like hydrolase domain-containing protein 2"
"2039"	"Q5BJJ6"	"Methionine adenosyltransferase 2 subunit beta"
"2040"	"Q5BKV3"	"Dihydrolipoamide branched chain transacylase E2"
"2041"	"Q5BKV9"	"Rpl9 protein"
"2042"	"Q5BKW4"	"Lens intrinsic membrane protein 2.5"
"2043"	"Q5BKW7"	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 6"
"2044"	"Q5BKW9"	"L-asparaginase"
"2045"	"Q5BL32"	"Zgc:101575"
"2046"	"Q5BLA2"	"Si:ch211-93f2.1 protein (Fragment)"
"2047"	"Q5BLE6"	"Uncharacterized protein"
"2048"	"Q5BLE8"	"Putative all-trans-retinol 13,14-reductase"
"2049"	"Q5BLF6"	"Hemoglobin beta embryonic-3"
"2050"	"Q5BLF7"	"Zgc:113088"
"2051"	"Q5BLH3"	"Zgc:113325"
"2052"	"Q5BLH5"	"Calpain 2, (M/II) large subunit a"
"2053"	"Q5BLH8"	"Translocase of inner mitochondrial membrane 44 homolog (Yeast)"
"2054"	"Q5CZN5"	"Zgc:110810"
"2055"	"Q5CZQ1"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2"
"2056"	"Q5CZQ2"	"Apolipoprotein B-editing catalytic subunit 2a"
"2057"	"Q5CZQ8"	"Im:6912380 protein (Fragment)"
"2058"	"Q5CZR5"	"Natterin-like protein"
"2059"	"Q5CZU9"	"Crystallin, zeta (Quinone reductase)"
"2060"	"Q5D016"	"Prefoldin subunit 1"
"2061"	"Q5D018"	"RNA-binding protein 8A"
"2062"	"Q5EAR9"	"Zgc:152783 protein (Fragment)"
"2063"	"Q5EB15"	"Peptidase (Mitochondrial processing) beta"
"2064"	"Q5EI67"	"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"2065"	"Q5FVD1"	"Zgc:92612"
"2066"	"Q5I0F6"	"Prkar1a protein"
"2067"	"Q5M9P8"	"ADP-ribosylation factor-like protein 6"
"2068"	"Q5MJ86"	"Glyceraldehyde 3-phosphate dehydrogenase, testis-specific"
"2069"	"Q5PNP7"	"ATPase, Na+\/K+ transporting, beta 1a polypeptide"
"2070"	"Q5PQY4"	"DNA topoisomerase 2"
"2071"	"Q5PQY9"	"Muscle-related coiled-coil protein"
"2072"	"Q5PR37"	"EGF-containing fibulin-like extracellular matrix protein 2"
"2073"	"Q5PR40"	"Zgc:103612"
"2074"	"Q5PR62"	"Uncharacterized protein"
"2075"	"Q5PR67"	"Eukaryotic translation initiation factor 3 subunit H-B"
"2076"	"Q5PR98"	"Protein NDRG2"
"2077"	"Q5PRA2"	"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial"
"2078"	"Q5PRB9"	"Prostaglandin reductase 1"
"2079"	"Q5PRD0"	"14-3-3 protein beta/alpha-A"
"2080"	"Q5PRD9"	"Zgc:101540"
"2081"	"Q5PRE0"	"Eif4bb protein"
"2082"	"Q5RG09"	"Novel protein"
"2083"	"Q5RG12"	"Heat shock protein 90-alpha 2"
"2084"	"Q5RGA7"	"Novel protein similar to vertebrate 3'(2'), 5'-bisphosphate nucleotidase 1 (BPNT1)"
"2085"	"Q5RGB1"	"Novel carboxylesterase domain containing protein (Fragment)"
"2086"	"Q5RGB5"	"Novel protein similar to vertebrate RAB3A, member RAS oncogene family (RAB3A)"
"2087"	"Q5RGE6"	"Heat shock 70 kDa protein 14"
"2088"	"Q5RGK8"	"Staphylococcal nuclease domain containing 1"
"2089"	"Q5RGU1"	"Chaperone activity of bc1 complex-like, mitochondrial"
"2090"	"Q5RGV1"	"Inosine-5'-monophosphate dehydrogenase"
"2091"	"Q5RGX8"	"Glycogen synthase 2"
"2092"	"Q5RGY8"	"Dihydropyrimidinase-like 5b"
"2093"	"Q5RH02"	"Protein SCO2 homolog, mitochondrial"
"2094"	"Q5RH28"	"Novel protein (Zgc:56119)"
"2095"	"Q5RH29"	"Novel protein (Zgc:56119)"
"2096"	"Q5RH31"	"Novel protein similar to vertebrate 13kDa differentiation-associated protein (DAP13)"
"2097"	"Q5RH67"	"Novel protein similar to vertebrate aldo-keto reductase family 1 (Fragment)"
"2098"	"Q5RHB8"	"Branched-chain-amino-acid aminotransferase"
"2099"	"Q5RHE5"	"Novel protein"
"2100"	"Q5RHM1"	"Mep1a.1 protein"
"2101"	"Q5RHR9"	"Novel protein similar to vertebrate dynamin family"
"2102"	"Q5RHZ6"	"Novel protein similar to vertebrate O-sialoglycoprotein endopeptidase (OSGEP)"
"2103"	"Q5RI57"	"Novel protein"
"2104"	"Q5RI59"	"Novel protein"
"2105"	"Q5RI60"	"Novel protein"
"2106"	"Q5RIC5"	"MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)"
"2107"	"Q5RIF1"	"Novel protein (Zgc:85809)"
"2108"	"Q5RIF3"	"Novel protein"
"2109"	"Q5RIF4"	"Novel slow skeletal troponin T family protein"
"2110"	"Q5RIH8"	"Novel protein"
"2111"	"Q5RIK7"	"Novel protein similar to vertebrate serine (Or cysteine) proteinase inhibitor, clade B (Ovalbumin), member 1 (SERPINB1)"
"2112"	"Q5RIN6"	"Novel protein"
"2113"	"Q5RKM6"	"Phenylalanine-tRNA synthetase-like"
"2114"	"Q5RKM9"	"Phosphorylase"
"2115"	"Q5RKN5"	"Zgc:92745 protein"
"2116"	"Q5RKN6"	"Novel protein (Zgc:103549)"
"2117"	"Q5RKP7"	"Zgc:101810"
"2118"	"Q5RKP8"	"Smx5"
"2119"	"Q5RKP9"	"Uncharacterized protein"
"2120"	"Q5RKQ3"	"Zgc:101598"
"2121"	"Q5RLN6"	"Integrin alpha V subunit (Fragment)"
"2122"	"Q5RZ65"	"Anterior gradient protein 2 homolog"
"2123"	"Q5SNQ2"	"Novel immune-type receptor 11.1"
"2124"	"Q5SNX7"	"Galactocerebrosidase"
"2125"	"Q5SP67"	"WD repeat-containing protein 26"
"2126"	"Q5SPA1"	"Novel protein (Zgc:56136)"
"2127"	"Q5SPA3"	"Acetyl-CoA acetyltransferase 2"
"2128"	"Q5SPA4"	"Acetyl-CoA acetyltransferase 2 (Fragment)"
"2129"	"Q5SPD1"	"Elongation factor-1, delta, b"
"2130"	"Q5SPD7"	"Pyrroline-5-carboxylate reductase 3"
"2131"	"Q5SPG8"	"Novel protein similar to vertebrate acyl-CoA thioesterase family"
"2132"	"Q5SPP0"	"Clavesin-2"
"2133"	"Q5TYP2"	"Uncharacterized protein"
"2134"	"Q5TYP3"	"Novel protein similar to vertebrate phosphohistidine phosphatase 1 (PHPT1)"
"2135"	"Q5TYP7"	"Novel protein similar to human and mouse EH-domain containing 3 (EHD3)"
"2136"	"Q5TYR4"	"Novel protein similar to vertebrate retinol dehydrogenase 14 (All-trans and 9-cis) (RDH14)"
"2137"	"Q5TYR6"	"Novel protein similar to vertebrate cysteine-rich protein 2 (CRIP2)"
"2138"	"Q5TYS5"	"Secernin-2"
"2139"	"Q5TYT1"	"Novel protein similar to vertebrate neuronal cell adhesion molecule (NRCAM)"
"2140"	"Q5TYW6"	"Radial spoke head protein 9 homolog"
"2141"	"Q5TYZ5"	"Novel protein (Zgc:55729)"
"2142"	"Q5TYZ7"	"Novel protein"
"2143"	"Q5TZ27"	"Novel protein similar to vertebrate synaptotagmin I (SYT1)"
"2144"	"Q5TZ29"	"Novel protein similar to vertebrate apolipoprotein B (Including Ag(X) antigen) (APOB)"
"2145"	"Q5TZ35"	"Novel protein similar to vertebrate visinin-like 1 (VSNL1)"
"2146"	"Q5TZ66"	"Synaptosomal-associated protein 25-A"
"2147"	"Q5TZ72"	"Novel protein similar to vertebrate phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) (PFAS)"
"2148"	"Q5TZ85"	"Cytochrome P450, family 2, subfamily J, polypeptide 2, B"
"2149"	"Q5TZD2"	"Novel protein (Zgc:73360)"
"2150"	"Q5TZG5"	"Ezrin"
"2151"	"Q5U369"	"Annexin A3b"
"2152"	"Q5U373"	"Calcium binding protein 39-like"
"2153"	"Q5U386"	"Protein phosphatase 1A, magnesium dependent, alpha isoform"
"2154"	"Q5U3A3"	"Novel protein similar to v-ral simian leukemia viral oncogene homolog A (Ras related) (Rala, zgc:92116)"
"2155"	"Q5U3A7"	"Dynamin-like 120 kDa protein, mitochondrial"
"2156"	"Q5U3D8"	"Ahsg protein"
"2157"	"Q5U3E1"	"Novel protein (Zgc:103679)"
"2158"	"Q5U3E5"	"Transporter"
"2159"	"Q5U3E8"	"Zgc:103652"
"2160"	"Q5U3E9"	"Troponin I, skeletal, fast 2a.1"
"2161"	"Q5U3F0"	"Rsu1 protein (Fragment)"
"2162"	"Q5U3F8"	"3-hydroxyanthranilate 3,4-dioxygenase"
"2163"	"Q5U3G0"	"Progesterone receptor membrane component 1"
"2164"	"Q5U3I0"	"Sorting and assembly machinery component 50 homolog B"
"2165"	"Q5U3I3"	"Uncharacterized protein"
"2166"	"Q5U3I6"	"Cysteine sulfinic acid decarboxylase"
"2167"	"Q5U3J6"	"Tropomyosin 4"
"2168"	"Q5U3M7"	"Zgc:101900"
"2169"	"Q5U3M8"	"Zgc:101897"
"2170"	"Q5U3M9"	"Zgc:101896"
"2171"	"Q5U3N7"	"Protein Churchill"
"2172"	"Q5U3P2"	"Parvalbumin 8"
"2173"	"Q5U3P5"	"Uncharacterized protein"
"2174"	"Q5U3Q1"	"Uncharacterized protein"
"2175"	"Q5U3T6"	"Peptidase (Mitochondrial processing) alpha"
"2176"	"Q5U3U0"	"Phytanoyl-CoA dioxygenase domain-containing protein 1"
"2177"	"Q5U3U3"	"Carnitine O-palmitoyltransferase 2, mitochondrial"
"2178"	"Q5U3U8"	"Uncharacterized protein"
"2179"	"Q5U3W7"	"Uncharacterized protein"
"2180"	"Q5U403"	"Diphosphomevalonate decarboxylase"
"2181"	"Q5U7N6"	"Talin 1"
"2182"	"Q5W434"	"Sialic-acid binding protein-4"
"2183"	"Q5W7F1"	"Neutral ceramidase"
"2184"	"Q5W8I7"	"Vesicular glutamate transporter 2.2"
"2185"	"Q5WQV6"	"Fibulin-4"
"2186"	"Q5XFY0"	"Phosphoglucomutase 3"
"2187"	"Q5XIY3"	"Zgc:92836"
"2188"	"Q5XIY6"	"V-type proton ATPase subunit C 1-B"
"2189"	"Q5XIZ6"	"Glycerol-3-phosphate dehydrogenase 1-like protein"
"2190"	"Q5XJ02"	"Adcyap1b protein"
"2191"	"Q5XJ10"	"Glyceraldehyde-3-phosphate dehydrogenase"
"2192"	"Q5XJ11"	"Arginyl-tRNA synthetase"
"2193"	"Q5XJ36"	"Protein DJ-1"
"2194"	"Q5XJ54"	"Glutaredoxin 3"
"2195"	"Q5XJ60"	"Zgc:103627"
"2196"	"Q5XJ63"	"Crystallin, gamma M5"
"2197"	"Q5XJ64"	"Serpin peptidase inhibitor, clade A (Alpha-1 antiproteinase, antitrypsin), member 7"
"2198"	"Q5XJ68"	"Caspase 6, apoptosis-related cysteine peptidase, like 1"
"2199"	"Q5XJ69"	"Zgc:103601"
"2200"	"Q5XJ72"	"Si:dkey-98p3.7"
"2201"	"Q5XJ73"	"Uncharacterized protein"
"2202"	"Q5XJ74"	"Fibulin 5"
"2203"	"Q5XJ76"	"Kininogen 1"
"2204"	"Q5XJ96"	"Atlastin 3"
"2205"	"Q5XJA4"	"Aminomethyltransferase"
"2206"	"Q5XJC2"	"Uncharacterized protein"
"2207"	"Q5XJC3"	"Cardiac myosin light chain-1"
"2208"	"Q5XJD4"	"Zgc:103420"
"2209"	"Q5XJE1"	"CutC copper transporter homolog (E. coli)"
"2210"	"Q5XJJ3"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1"
"2211"	"Q5XJJ5"	"Novel protein (Zgc:101880)"
"2212"	"Q5XJK5"	"Ankyrin 1, erythrocytic"
"2213"	"Q5XJM1"	"Zgc:101782"
"2214"	"Q5XJN2"	"Interferon gamma inducible protein 30"
"2215"	"Q5XJP3"	"Synaptogyrin 1"
"2216"	"Q5XJP4"	"Zgc:101710"
"2217"	"Q5XJS8"	"Hydroxysteroid (17-beta) dehydrogenase 10"
"2218"	"Q5XJT4"	"Ggps1 protein"
"2219"	"Q5XJT7"	"RAP2C, member of RAS oncogene family"
"2220"	"Q5XJU4"	"Zgc:101560"
"2221"	"Q5XJU6"	"Zgc:101555"
"2222"	"Q5XJV0"	"Ctnna2 protein (Fragment)"
"2223"	"Q5XJX1"	"Secretagogin"
"2224"	"Q5XLR3"	"Nicastrin"
"2225"	"Q5XTM9"	"Crystallin, gamma M3"
"2226"	"Q5XTN0"	"Crystallin, gamma MX"
"2227"	"Q5XTN2"	"Crystallin, gamma S4"
"2228"	"Q5XTN3"	"Crystallin, gamma M7"
"2229"	"Q5XTN4"	"GammaM6-crystallin"
"2230"	"Q5XTN5"	"Crystallin, gamma M4"
"2231"	"Q5XTN7"	"Crystallin, gamma S3"
"2232"	"Q5XTN8"	"Gamma-crystallin N-A"
"2233"	"Q5XTP0"	"Crystallin, gamma S1"
"2234"	"Q5XTP1"	"Crystallin, gamma S2"
"2235"	"Q5XTP2"	"Crystallin, gamma M2b"
"2236"	"Q5XUX5"	"Synaptojanin 1"
"2237"	"Q63ZW0"	"Zgc:92027"
"2238"	"Q641M4"	"Uncharacterized protein"
"2239"	"Q642H3"	"Septin-8-A"
"2240"	"Q642H5"	"Protein phosphatase 2 (Formerly 2A), regulatory subunit A, beta isoform"
"2241"	"Q642H7"	"Synembryn-A"
"2242"	"Q642H9"	"40S ribosomal protein S4, X isoform"
"2243"	"Q642J0"	"Uncharacterized protein"
"2244"	"Q642J1"	"Zgc:103752"
"2245"	"Q642M9"	"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase"
"2246"	"Q642Z0"	"Sarcoendoplasmic reticulum calcium ATPase"
"2247"	"Q64HD0"	"Sex hormone binding globulin"
"2248"	"Q66HU4"	"Calpain 3, (P94)"
"2249"	"Q66HU5"	"Histone acetyltransferase 1"
"2250"	"Q66HU7"	"Novel protein similar to vertebrate peroxisomal membrane protein 2, 22kDa (PXMP2)"
"2251"	"Q66HV4"	"Coatomer subunit beta"
"2252"	"Q66HV5"	"Zgc:92481"
"2253"	"Q66HV8"	"Phosphofructokinase, muscle a"
"2254"	"Q66HW0"	"Uncharacterized protein"
"2255"	"Q66HW2"	"EH-domain containing 1"
"2256"	"Q66HW7"	"Retinal degradation slow 2"
"2257"	"Q66HW9"	"Chymotrypsin-like"
"2258"	"Q66HY4"	"Zgc:92214"
"2259"	"Q66HY7"	"Eukaryotic translation initiation factor 4E type 3"
"2260"	"Q66HZ4"	"Zgc:92161"
"2261"	"Q66I08"	"Organic solute transporter subunit alpha"
"2262"	"Q66I16"	"Uncharacterized protein"
"2263"	"Q66I20"	"Uncharacterized protein"
"2264"	"Q66I21"	"Aldehyde dehydrogenase family 8 member A1"
"2265"	"Q66I24"	"Argininosuccinate synthase"
"2266"	"Q66I25"	"Zgc:92049"
"2267"	"Q66I39"	"Tropomodulin 2"
"2268"	"Q66I52"	"NADH dehydrogenase (Ubiquinone) Fe-S protein 6"
"2269"	"Q66I57"	"Zgc:103748"
"2270"	"Q66I59"	"Putative L-aspartate dehydrogenase"
"2271"	"Q66I63"	"Zgc:103688"
"2272"	"Q66I64"	"Aquaporin 8"
"2273"	"Q66I65"	"Zgc:103678"
"2274"	"Q66I72"	"F11 receptor"
"2275"	"Q66I73"	"Uncharacterized protein"
"2276"	"Q66I75"	"Probable methylthioribulose-1-phosphate dehydratase"
"2277"	"Q66I80"	"Fatty acid binding protein 11a"
"2278"	"Q66I81"	"Mitochondrial ribosomal protein L17"
"2279"	"Q66I87"	"Glyoxalase domain containing 4"
"2280"	"Q66IA8"	"Hmgb3b protein (Fragment)"
"2281"	"Q66IB0"	"Lin-7 homolog C (C. elegans)"
"2282"	"Q66IB6"	"High-mobility group box 2"
"2283"	"Q66IE1"	"Glutathione peroxidase"
"2284"	"Q66JN5"	"Uncharacterized protein"
"2285"	"Q66L49"	"Calcium-binding mitochondrial carrier protein SCaMC-1"
"2286"	"Q68EH2"	"Uncharacterized protein"
"2287"	"Q68EJ6"	"Fructose-1,6-bisphosphatase 2"
"2288"	"Q68EK1"	"6-phosphogluconolactonase"
"2289"	"Q68FN4"	"Protein phosphatase type 2C beta"
"2290"	"Q68FN7"	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit B, mitochondrial"
"2291"	"Q6AXI3"	"RAD23 homolog A (S. cerevisiae)"
"2292"	"Q6AXI7"	"Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain"
"2293"	"Q6AXI9"	"Zgc:101129"
"2294"	"Q6AXK0"	"Deoxyribonuclease"
"2295"	"Q6AXK1"	"Novel protein (Zgc:100952)"
"2296"	"Q6AXL2"	"Novel protein similar to vertebrate heat-responsive protein 12 (HRSP12, zgc:101025)"
"2297"	"Q6AXL4"	"Neurocalcin-delta B"
"2298"	"Q6AZA0"	"Acetyl-CoA acetyltransferase, mitochondrial"
"2299"	"Q6AZA2"	"NADH dehydrogenase (Ubiquinone) flavoprotein 1"
"2300"	"Q6AZB2"	"3-oxoacid CoA transferase 1"
"2301"	"Q6AZB3"	"Anamorsin"
"2302"	"Q6AZC0"	"Novel protein similar to vertebrate elastase 2 neutrophil (ELA2)"
"2303"	"Q6AZC1"	"Proteasome (Prosome, macropain) 26S subunit, ATPase, 5"
"2304"	"Q6AZV8"	"4-hydroxyphenylpyruvate dioxygenase"
"2305"	"Q6AZW2"	"Alcohol dehydrogenase [NADP+] A"
"2306"	"Q6B334"	"Myosin VIa"
"2307"	"Q6B337"	"GAIP c-terminus interacting protein 1"
"2308"	"Q6DBQ7"	"Complement component 8, alpha polypeptide"
"2309"	"Q6DBR3"	"Novel protein (Zgc:91926)"
"2310"	"Q6DBS8"	"Novel protein (Zgc:109940)"
"2311"	"Q6DBT2"	"Uncharacterized protein"
"2312"	"Q6DBT3"	"Thioredoxin domain-containing protein 17"
"2313"	"Q6DBT9"	"Claudin k"
"2314"	"Q6DBU4"	"Uncharacterized protein"
"2315"	"Q6DBU5"	"Mannose-1-phosphate guanyltransferase beta"
"2316"	"Q6DBV6"	"Zgc:92420"
"2317"	"Q6DBW5"	"Novel protein similar to vertebrate LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM1, zgc:101136)"
"2318"	"Q6DBW7"	"Dci protein (Fragment)"
"2319"	"Q6DBX2"	"Zgc:101056"
"2320"	"Q6DBX3"	"Uncharacterized protein"
"2321"	"Q6DBY2"	"N-alpha-acetyltransferase 50, NatE catalytic subunit"
